year,category,winner,entity
1943,WRITING (Screenplay),False,The Song of Bernadette
1943,WRITING (Screenplay),False,Watch on the Rhine
1944,ART DIRECTION (Black-and-White),False,Address Unknown
1944,ART DIRECTION (Black-and-White),False,The Adventures of Mark Twain
1944,ART DIRECTION (Black-and-White),False,Casanova Brown
1944,ART DIRECTION (Black-and-White),True,Gaslight
1944,ART DIRECTION (Black-and-White),False,Laura
1944,ART DIRECTION (Black-and-White),False,No Time for Love
1944,ART DIRECTION (Black-and-White),False,Since You Went Away
1944,ART DIRECTION (Black-and-White),False,Song of the Open Road
1944,ART DIRECTION (Black-and-White),False,Step Lively
1944,ART DIRECTION (Color),False,The Climax
1944,ART DIRECTION (Color),False,Cover Girl
1944,ART DIRECTION (Color),False,The Desert Song
1944,ART DIRECTION (Color),False,Kismet
1944,ART DIRECTION (Color),False,Lady in the Dark
1944,ART DIRECTION (Color),False,The Princess and the Pirate
1944,ART DIRECTION (Color),True,Wilson
1944,CINEMATOGRAPHY (Black-and-White),False,Double Indemnity
1944,CINEMATOGRAPHY (Black-and-White),False,Dragon Seed
1944,CINEMATOGRAPHY (Black-and-White),False,Gaslight
1944,CINEMATOGRAPHY (Black-and-White),False,Going My Way
1944,CINEMATOGRAPHY (Black-and-White),True,Laura
1944,CINEMATOGRAPHY (Black-and-White),False,Lifeboat
1944,CINEMATOGRAPHY (Black-and-White),False,Since You Went Away
1944,CINEMATOGRAPHY (Black-and-White),False,Thirty Seconds over Tokyo
1944,CINEMATOGRAPHY (Black-and-White),False,The Uninvited
1944,CINEMATOGRAPHY (Black-and-White),False,The White Cliffs of Dover
1944,CINEMATOGRAPHY (Color),False,Cover Girl
1944,CINEMATOGRAPHY (Color),False,Home in Indiana
1944,CINEMATOGRAPHY (Color),False,Kismet
1944,CINEMATOGRAPHY (Color),False,Lady in the Dark
1944,CINEMATOGRAPHY (Color),False,Meet Me in St. Louis
1944,CINEMATOGRAPHY (Color),True,Wilson
1944,DIRECTING,False,Double Indemnity
1944,DIRECTING,True,Going My Way
1944,DIRECTING,False,Laura
1944,DIRECTING,False,Lifeboat
1944,DIRECTING,False,Wilson
1944,DOCUMENTARY (Feature),True,The Fighting Lady
1944,DOCUMENTARY (Feature),False,Resisting Enemy Interrogation
1944,DOCUMENTARY (Short Subject),False,Arturo Toscanini
1944,DOCUMENTARY (Short Subject),False,New Americans
1944,DOCUMENTARY (Short Subject),True,With the Marines at Tarawa
1944,FILM EDITING,False,Going My Way
1944,FILM EDITING,False,Janie
1944,FILM EDITING,False,None but the Lonely Heart
1944,FILM EDITING,False,Since You Went Away
1944,FILM EDITING,True,Wilson
1944,MUSIC (Song),False,Higher and Higher
1944,MUSIC (Song),False,Follow the Boys
1944,MUSIC (Song),False,Sweet and Low-Down
1944,MUSIC (Song),False,Cover Girl
1944,MUSIC (Song),False,Up in Arms
1944,MUSIC (Song),False,Minstrel Man
1944,MUSIC (Song),False,Brazil
1944,MUSIC (Song),False,"Lady, Let's Dance"
1944,MUSIC (Song),False,Hollywood Canteen
1944,MUSIC (Song),True,Going My Way
1944,MUSIC (Song),False,Song of the Open Road
1944,MUSIC (Song),False,Meet Me in St. Louis
1944,BEST MOTION PICTURE,False,Double Indemnity
1944,BEST MOTION PICTURE,False,Gaslight
1944,BEST MOTION PICTURE,True,Going My Way
1944,BEST MOTION PICTURE,False,Since You Went Away
1944,BEST MOTION PICTURE,False,Wilson
1944,SHORT SUBJECT (Cartoon),False,And to Think I Saw It on Mulberry Street
1944,SHORT SUBJECT (Cartoon),False,"Dog, Cat and Canary"
1944,SHORT SUBJECT (Cartoon),False,Fish Fry
1944,SHORT SUBJECT (Cartoon),False,How to Play Football
1944,SHORT SUBJECT (Cartoon),True,Mouse Trouble
1944,SHORT SUBJECT (Cartoon),False,My Boy Johnny
1944,SHORT SUBJECT (Cartoon),False,Swooner Crooner
1944,SOUND RECORDING,False,Brazil
1944,SOUND RECORDING,False,Casanova Brown
1944,SOUND RECORDING,False,Cover Girl
1944,SOUND RECORDING,False,Double Indemnity
1944,SOUND RECORDING,False,His Butler's Sister
1944,SOUND RECORDING,False,Hollywood Canteen
1944,SOUND RECORDING,False,It Happened Tomorrow
1944,SOUND RECORDING,False,Kismet
1944,SOUND RECORDING,False,Music in Manhattan
1944,SOUND RECORDING,False,Voice in the Wind
1944,SOUND RECORDING,True,Wilson
1944,WRITING (Original Motion Picture Story),True,Going My Way
1944,WRITING (Original Motion Picture Story),False,A Guy Named Joe
1944,WRITING (Original Motion Picture Story),False,Lifeboat
1944,WRITING (Original Motion Picture Story),False,None Shall Escape
1944,WRITING (Original Motion Picture Story),False,The Sullivans
1944,WRITING (Original Screenplay),False,Hail the Conquering Hero
1944,WRITING (Original Screenplay),False,The Miracle of Morgan's Creek
1944,WRITING (Original Screenplay),False,Two Girls and a Sailor
1944,WRITING (Original Screenplay),True,Wilson
1944,WRITING (Original Screenplay),False,Wing and a Prayer
1944,WRITING (Screenplay),False,Double Indemnity
1944,WRITING (Screenplay),False,Gaslight
1944,WRITING (Screenplay),True,Going My Way
1944,WRITING (Screenplay),False,Laura
1944,WRITING (Screenplay),False,Meet Me in St. Louis
1945,ART DIRECTION (Black-and-White),True,Blood on the Sun
1945,ART DIRECTION (Black-and-White),False,Experiment Perilous
1945,ART DIRECTION (Black-and-White),False,The Keys of the Kingdom
1945,ART DIRECTION (Black-and-White),False,Love Letters
1945,ART DIRECTION (Black-and-White),False,The Picture of Dorian Gray
1945,ART DIRECTION (Color),True,Frenchman's Creek
1945,ART DIRECTION (Color),False,Leave Her to Heaven
1945,ART DIRECTION (Color),False,National Velvet
1945,ART DIRECTION (Color),False,San Antonio
1945,ART DIRECTION (Color),False,A Thousand and One Nights
1945,CINEMATOGRAPHY (Black-and-White),False,The Keys of the Kingdom
1945,CINEMATOGRAPHY (Black-and-White),False,The Lost Weekend
1945,CINEMATOGRAPHY (Black-and-White),False,Mildred Pierce
1945,CINEMATOGRAPHY (Black-and-White),True,The Picture of Dorian Gray
1945,CINEMATOGRAPHY (Black-and-White),False,Spellbound
1945,CINEMATOGRAPHY (Color),False,Anchors Aweigh
1945,CINEMATOGRAPHY (Color),True,Leave Her to Heaven
1945,CINEMATOGRAPHY (Color),False,National Velvet
1945,CINEMATOGRAPHY (Color),False,A Song to Remember
1945,CINEMATOGRAPHY (Color),False,The Spanish Main
1945,DIRECTING,False,The Bells of St. Mary's
1945,DIRECTING,True,The Lost Weekend
1945,DIRECTING,False,National Velvet
1945,DIRECTING,False,The Southerner
1945,DIRECTING,False,Spellbound
1945,DOCUMENTARY (Feature),False,The Last Bomb
1945,DOCUMENTARY (Feature),True,The True Glory
1945,DOCUMENTARY (Short Subject),True,Hitler Lives?
1945,DOCUMENTARY (Short Subject),False,Library of Congress
1945,FILM EDITING,False,The Bells of St. Mary's
1945,FILM EDITING,False,The Lost Weekend
1945,FILM EDITING,True,National Velvet
1945,FILM EDITING,False,"Objective, Burma!"
1945,FILM EDITING,False,A Song to Remember
1945,MUSIC (Song),False,Here Come the Waves
1945,MUSIC (Song),False,The Bells of St. Mary's
1945,MUSIC (Song),False,Why Girls Leave Home
1945,MUSIC (Song),False,Earl Carroll Vanities
1945,MUSIC (Song),False,Anchors Aweigh
1945,MUSIC (Song),False,Sing Your Way Home
1945,MUSIC (Song),True,State Fair
1945,MUSIC (Song),False,G. I. Joe
1945,MUSIC (Song),False,Love Letters
1945,MUSIC (Song),False,Can't Help Singing
1945,MUSIC (Song),False,Belle of the Yukon
1945,MUSIC (Song),False,Wonder Man
1945,MUSIC (Song),False,San Antonio
1945,BEST MOTION PICTURE,False,Anchors Aweigh
1945,BEST MOTION PICTURE,False,The Bells of St. Mary's
1945,BEST MOTION PICTURE,True,The Lost Weekend
1945,BEST MOTION PICTURE,False,Mildred Pierce
1945,BEST MOTION PICTURE,False,Spellbound
1945,SHORT SUBJECT (Cartoon),False,Donald's Crime
1945,SHORT SUBJECT (Cartoon),False,Jasper and the Beanstalk
1945,SHORT SUBJECT (Cartoon),False,Life with Feathers
1945,SHORT SUBJECT (Cartoon),False,Mighty Mouse in Gypsy Life
1945,SHORT SUBJECT (Cartoon),False,The Poet and Peasant
1945,SHORT SUBJECT (Cartoon),True,Quiet Please!
1945,SHORT SUBJECT (Cartoon),False,Rippling Romance
1945,SOUND RECORDING,True,The Bells of St. Mary's
1945,SOUND RECORDING,False,Flame of Barbary Coast
1945,SOUND RECORDING,False,Lady on a Train
1945,SOUND RECORDING,False,Leave Her to Heaven
1945,SOUND RECORDING,False,Rhapsody in Blue
1945,SOUND RECORDING,False,A Song to Remember
1945,SOUND RECORDING,False,The Southerner
1945,SOUND RECORDING,False,They Were Expendable
1945,SOUND RECORDING,False,The Three Caballeros
1945,SOUND RECORDING,False,Three Is a Family
1945,SOUND RECORDING,False,The Unseen
1945,SOUND RECORDING,False,Wonder Man
1945,WRITING (Original Motion Picture Story),False,The Affairs of Susan
1945,WRITING (Original Motion Picture Story),True,The House on 92nd Street
1945,WRITING (Original Motion Picture Story),False,A Medal for Benny
1945,WRITING (Original Motion Picture Story),False,"Objective, Burma!"
1945,WRITING (Original Motion Picture Story),False,A Song to Remember
1945,WRITING (Original Screenplay),False,Dillinger
1945,WRITING (Original Screenplay),True,Marie-Louise
1945,WRITING (Original Screenplay),False,Music for Millions
1945,WRITING (Original Screenplay),False,Salty O'Rourke
1945,WRITING (Original Screenplay),False,"What Next, Corporal Hargrove?"
1945,WRITING (Screenplay),False,G. I. Joe
1945,WRITING (Screenplay),True,The Lost Weekend
1945,WRITING (Screenplay),False,Mildred Pierce
1945,WRITING (Screenplay),False,Pride of the Marines
1945,WRITING (Screenplay),False,A Tree Grows in Brooklyn
1946,ART DIRECTION (Black-and-White),True,Anna and the King of Siam
1946,ART DIRECTION (Black-and-White),False,Kitty
1946,ART DIRECTION (Black-and-White),False,The Razor's Edge
1946,ART DIRECTION (Color),False,Caesar and Cleopatra
1946,ART DIRECTION (Color),False,Henry V
1946,ART DIRECTION (Color),True,The Yearling
1946,CINEMATOGRAPHY (Black-and-White),True,Anna and the King of Siam
1946,CINEMATOGRAPHY (Black-and-White),False,The Green Years
1946,CINEMATOGRAPHY (Color),False,The Jolson Story
1946,CINEMATOGRAPHY (Color),True,The Yearling
1946,DIRECTING,True,The Best Years of Our Lives
1946,DIRECTING,False,Brief Encounter
1946,DIRECTING,False,It's a Wonderful Life
1946,DIRECTING,False,The Killers
1946,DIRECTING,False,The Yearling
1946,DOCUMENTARY (Short Subject),False,Atomic Power
1946,DOCUMENTARY (Short Subject),False,Life at the Zoo
1946,DOCUMENTARY (Short Subject),False,Paramount News Issue #37 (Twentieth Anniversary Issue!  1927.....1947)
1946,DOCUMENTARY (Short Subject),True,Seeds of Destiny
1946,DOCUMENTARY (Short Subject),False,Traffic with the Devil
1946,FILM EDITING,True,The Best Years of Our Lives
1946,FILM EDITING,False,It's a Wonderful Life
1946,FILM EDITING,False,The Jolson Story
1946,FILM EDITING,False,The Killers
1946,FILM EDITING,False,The Yearling
1946,MUSIC (Song),False,Centennial Summer
1946,MUSIC (Song),False,The Dolly Sisters
1946,MUSIC (Song),False,Canyon Passage
1946,MUSIC (Song),True,The Harvey Girls
1946,MUSIC (Song),False,Blue Skies
1946,BEST MOTION PICTURE,True,The Best Years of Our Lives
1946,BEST MOTION PICTURE,False,Henry V
1946,BEST MOTION PICTURE,False,It's a Wonderful Life
1946,BEST MOTION PICTURE,False,The Razor's Edge
1946,BEST MOTION PICTURE,False,The Yearling
1946,SHORT SUBJECT (Cartoon),True,The Cat Concerto
1946,SHORT SUBJECT (Cartoon),False,Chopin's Musical Moments
1946,SHORT SUBJECT (Cartoon),False,John Henry and the Inky Poo
1946,SHORT SUBJECT (Cartoon),False,Squatter's Rights
1946,SHORT SUBJECT (Cartoon),False,Walky Talky Hawky
1946,SOUND RECORDING,False,The Best Years of Our Lives
1946,SOUND RECORDING,False,It's a Wonderful Life
1946,SOUND RECORDING,True,The Jolson Story
1946,WRITING (Original Motion Picture Story),False,The Dark Mirror
1946,WRITING (Original Motion Picture Story),False,The Strange Love of Martha Ivers
1946,WRITING (Original Motion Picture Story),False,The Stranger
1946,WRITING (Original Motion Picture Story),True,Vacation from Marriage
1946,WRITING (Original Screenplay),False,The Blue Dahlia
1946,WRITING (Original Screenplay),False,Children of Paradise
1946,WRITING (Original Screenplay),False,Notorious
1946,WRITING (Original Screenplay),False,Road to Utopia
1946,WRITING (Original Screenplay),True,The Seventh Veil
1946,WRITING (Screenplay),False,Anna and the King of Siam
1946,WRITING (Screenplay),True,The Best Years of Our Lives
1946,WRITING (Screenplay),False,Brief Encounter
1946,WRITING (Screenplay),False,The Killers
1946,WRITING (Screenplay),False,Open City
1947,ART DIRECTION (Black-and-White),False,The Foxes of Harrow
1947,ART DIRECTION (Black-and-White),True,Great Expectations
1947,ART DIRECTION (Color),True,Black Narcissus
1947,ART DIRECTION (Color),False,Life with Father
1947,CINEMATOGRAPHY (Black-and-White),False,The Ghost and Mrs. Muir
1947,CINEMATOGRAPHY (Black-and-White),True,Great Expectations
1947,CINEMATOGRAPHY (Black-and-White),False,Green Dolphin Street
1947,CINEMATOGRAPHY (Color),True,Black Narcissus
1947,CINEMATOGRAPHY (Color),False,Life with Father
1947,CINEMATOGRAPHY (Color),False,Mother Wore Tights
1947,DIRECTING,False,The Bishop's Wife
1947,DIRECTING,False,Crossfire
1947,DIRECTING,False,A Double Life
1947,DIRECTING,True,Gentleman's Agreement
1947,DIRECTING,False,Great Expectations
1947,DOCUMENTARY (Feature),True,Design for Death
1947,DOCUMENTARY (Feature),False,Journey into Medicine
1947,DOCUMENTARY (Feature),False,The World Is Rich
1947,DOCUMENTARY (Short Subject),True,First Steps
1947,DOCUMENTARY (Short Subject),False,Passport to Nowhere
1947,DOCUMENTARY (Short Subject),False,School in the Mailbox
1947,FILM EDITING,False,The Bishop's Wife
1947,FILM EDITING,True,Body and Soul
1947,FILM EDITING,False,Gentleman's Agreement
1947,FILM EDITING,False,Green Dolphin Street
1947,FILM EDITING,False,Odd Man Out
1947,MUSIC (Song),False,"The Time, the Place and the Girl"
1947,MUSIC (Song),False,The Perils of Pauline
1947,MUSIC (Song),False,Good News
1947,MUSIC (Song),False,Mother Wore Tights
1947,MUSIC (Song),True,Song of the South
1947,BEST MOTION PICTURE,False,The Bishop's Wife
1947,BEST MOTION PICTURE,False,Crossfire
1947,BEST MOTION PICTURE,True,Gentleman's Agreement
1947,BEST MOTION PICTURE,False,Great Expectations
1947,BEST MOTION PICTURE,False,Miracle on 34th Street
1947,SHORT SUBJECT (Cartoon),False,Chip An' Dale
1947,SHORT SUBJECT (Cartoon),False,Dr. Jekyll and Mr. Mouse
1947,SHORT SUBJECT (Cartoon),False,Pluto's Blue Note
1947,SHORT SUBJECT (Cartoon),False,Tubby the Tuba
1947,SHORT SUBJECT (Cartoon),True,Tweetie Pie
1947,SOUND RECORDING,True,The Bishop's Wife
1947,SOUND RECORDING,False,Green Dolphin Street
1947,SOUND RECORDING,False,T-Men
1947,WRITING (Motion Picture Story),False,A Cage of Nightingales
1947,WRITING (Motion Picture Story),False,It Happened on Fifth Avenue
1947,WRITING (Motion Picture Story),False,Kiss of Death
1947,WRITING (Motion Picture Story),True,Miracle on 34th Street
1947,WRITING (Motion Picture Story),False,Smash-Up--The Story of a Woman
1947,WRITING (Original Screenplay),True,The Bachelor and the Bobby-Soxer
1947,WRITING (Original Screenplay),False,Body and Soul
1947,WRITING (Original Screenplay),False,A Double Life
1947,WRITING (Original Screenplay),False,Monsieur Verdoux
1947,WRITING (Original Screenplay),False,Shoe-Shine
1947,WRITING (Screenplay),False,Boomerang!
1947,WRITING (Screenplay),False,Crossfire
1947,WRITING (Screenplay),False,Gentleman's Agreement
1947,WRITING (Screenplay),False,Great Expectations
1947,WRITING (Screenplay),True,Miracle on 34th Street
1948,ART DIRECTION (Black-and-White),True,Hamlet
1948,ART DIRECTION (Black-and-White),False,Johnny Belinda
1948,ART DIRECTION (Color),False,Joan of Arc
1948,ART DIRECTION (Color),True,The Red Shoes
1948,CINEMATOGRAPHY (Black-and-White),False,A Foreign Affair
1948,CINEMATOGRAPHY (Black-and-White),False,I Remember Mama
1948,CINEMATOGRAPHY (Black-and-White),False,Johnny Belinda
1948,CINEMATOGRAPHY (Black-and-White),True,The Naked City
1948,CINEMATOGRAPHY (Black-and-White),False,Portrait of Jennie
1948,CINEMATOGRAPHY (Color),False,Green Grass of Wyoming
1948,CINEMATOGRAPHY (Color),True,Joan of Arc
1948,CINEMATOGRAPHY (Color),False,The Loves of Carmen
1948,CINEMATOGRAPHY (Color),False,The Three Musketeers
1948,COSTUME DESIGN (Black-and-White),False,B. F.'s Daughter
1948,COSTUME DESIGN (Black-and-White),True,Hamlet
1948,COSTUME DESIGN (Color),False,The Emperor Waltz
1948,COSTUME DESIGN (Color),True,Joan of Arc
1948,DIRECTING,False,Hamlet
1948,DIRECTING,False,Johnny Belinda
1948,DIRECTING,False,The Search
1948,DIRECTING,False,The Snake Pit
1948,DIRECTING,True,The Treasure of the Sierra Madre
1948,DOCUMENTARY (Feature),False,The Quiet One
1948,DOCUMENTARY (Feature),True,The Secret Land
1948,DOCUMENTARY (Short Subject),False,Heart to Heart
1948,DOCUMENTARY (Short Subject),False,Operation Vittles
1948,FILM EDITING,False,Joan of Arc
1948,FILM EDITING,False,Johnny Belinda
1948,FILM EDITING,True,The Naked City
1948,FILM EDITING,False,Red River
1948,FILM EDITING,False,The Red Shoes
1948,MUSIC (Song),True,The Paleface
1948,MUSIC (Song),False,Casbah
1948,MUSIC (Song),False,Romance on the High Seas
1948,MUSIC (Song),False,That Lady in Ermine
1948,MUSIC (Song),False,Wet Blanket Policy
1948,BEST MOTION PICTURE,True,Hamlet
1948,BEST MOTION PICTURE,False,Johnny Belinda
1948,BEST MOTION PICTURE,False,The Red Shoes
1948,BEST MOTION PICTURE,False,The Snake Pit
1948,BEST MOTION PICTURE,False,The Treasure of the Sierra Madre
1948,SHORT SUBJECT (Cartoon),True,The Little Orphan
1948,SHORT SUBJECT (Cartoon),False,Mickey and the Seal
1948,SHORT SUBJECT (Cartoon),False,Mouse Wreckers
1948,SHORT SUBJECT (Cartoon),False,Robin Hoodlum
1948,SHORT SUBJECT (Cartoon),False,Tea for Two Hundred
1948,SOUND RECORDING,False,Johnny Belinda
1948,SOUND RECORDING,False,Moonrise
1948,SOUND RECORDING,True,The Snake Pit
1948,WRITING (Motion Picture Story),False,Louisiana Story
1948,WRITING (Motion Picture Story),False,The Naked City
1948,WRITING (Motion Picture Story),False,Red River
1948,WRITING (Motion Picture Story),False,The Red Shoes
1948,WRITING (Motion Picture Story),True,The Search
1948,WRITING (Screenplay),False,A Foreign Affair
1948,WRITING (Screenplay),False,Johnny Belinda
1948,WRITING (Screenplay),False,The Search
1948,WRITING (Screenplay),False,The Snake Pit
1948,WRITING (Screenplay),True,The Treasure of the Sierra Madre
1949,ART DIRECTION (Black-and-White),False,Come to the Stable
1949,ART DIRECTION (Black-and-White),True,The Heiress
1949,ART DIRECTION (Black-and-White),False,Madame Bovary
1949,ART DIRECTION (Color),False,The Adventures of Don Juan
1949,ART DIRECTION (Color),True,Little Women
1949,ART DIRECTION (Color),False,Saraband
1949,CINEMATOGRAPHY (Black-and-White),True,Battleground
1949,CINEMATOGRAPHY (Black-and-White),False,Champion
1949,CINEMATOGRAPHY (Black-and-White),False,Come to the Stable
1949,CINEMATOGRAPHY (Black-and-White),False,The Heiress
1949,CINEMATOGRAPHY (Black-and-White),False,Prince of Foxes
1949,CINEMATOGRAPHY (Color),False,The Barkleys of Broadway
1949,CINEMATOGRAPHY (Color),False,Jolson Sings Again
1949,CINEMATOGRAPHY (Color),False,Little Women
1949,CINEMATOGRAPHY (Color),False,Sand
1949,CINEMATOGRAPHY (Color),True,She Wore a Yellow Ribbon
1949,COSTUME DESIGN (Black-and-White),True,The Heiress
1949,COSTUME DESIGN (Black-and-White),False,Prince of Foxes
1949,COSTUME DESIGN (Color),True,The Adventures of Don Juan
1949,COSTUME DESIGN (Color),False,Mother Is a Freshman
1949,DIRECTING,False,All the King's Men
1949,DIRECTING,False,Battleground
1949,DIRECTING,False,The Fallen Idol
1949,DIRECTING,False,The Heiress
1949,DIRECTING,True,A Letter to Three Wives
1949,DOCUMENTARY (Feature),True,Daybreak in Udi
1949,DOCUMENTARY (Feature),False,Kenji Comes Home
1949,DOCUMENTARY (Short Subject),True,A Chance to Live
1949,DOCUMENTARY (Short Subject),False,1848
1949,DOCUMENTARY (Short Subject),False,The Rising Tide
1949,DOCUMENTARY (Short Subject),True,So Much for So Little
1949,FILM EDITING,False,All the King's Men
1949,FILM EDITING,False,Battleground
1949,FILM EDITING,True,Champion
1949,FILM EDITING,False,Sands of Iwo Jima
1949,FILM EDITING,False,The Window
1949,MUSIC (Song),True,Neptune's Daughter
1949,MUSIC (Song),False,It's a Great Feeling
1949,MUSIC (Song),False,So Dear to My Heart
1949,MUSIC (Song),False,My Foolish Heart
1949,MUSIC (Song),False,Come to the Stable
1949,BEST MOTION PICTURE,True,All the King's Men
1949,BEST MOTION PICTURE,False,Battleground
1949,BEST MOTION PICTURE,False,The Heiress
1949,BEST MOTION PICTURE,False,A Letter to Three Wives
1949,BEST MOTION PICTURE,False,Twelve O'Clock High
1949,SHORT SUBJECT (Cartoon),False,Canary Row
1949,SHORT SUBJECT (Cartoon),True,For Scent-Imental Reasons
1949,SHORT SUBJECT (Cartoon),False,Hatch Up Your Troubles
1949,SHORT SUBJECT (Cartoon),False,The Magic Fluke
1949,SOUND RECORDING,False,"Once More, My Darling"
1949,SOUND RECORDING,False,Sands of Iwo Jima
1949,SOUND RECORDING,True,Twelve O'Clock High
1949,WRITING (Motion Picture Story),False,Come to the Stable
1949,WRITING (Motion Picture Story),False,It Happens Every Spring
1949,WRITING (Motion Picture Story),False,Sands of Iwo Jima
1949,WRITING (Motion Picture Story),True,The Stratton Story
1949,WRITING (Motion Picture Story),False,White Heat
1949,WRITING (Screenplay),False,All the King's Men
1949,WRITING (Screenplay),False,The Bicycle Thief
1949,WRITING (Screenplay),False,Champion
1949,WRITING (Screenplay),False,The Fallen Idol
1949,WRITING (Screenplay),True,A Letter to Three Wives
1949,WRITING (Story and Screenplay),True,Battleground
1949,WRITING (Story and Screenplay),False,Jolson Sings Again
1949,WRITING (Story and Screenplay),False,Paisan
1949,WRITING (Story and Screenplay),False,Passport to Pimlico
1949,WRITING (Story and Screenplay),False,The Quiet One
1950,ART DIRECTION (Black-and-White),False,All about Eve
1950,ART DIRECTION (Black-and-White),False,The Red Danube
1950,ART DIRECTION (Black-and-White),True,Sunset Blvd.
1950,ART DIRECTION (Color),False,Annie Get Your Gun
1950,ART DIRECTION (Color),False,Destination Moon
1950,ART DIRECTION (Color),True,Samson and Delilah
1950,CINEMATOGRAPHY (Black-and-White),False,All about Eve
1950,CINEMATOGRAPHY (Black-and-White),False,The Asphalt Jungle
1950,CINEMATOGRAPHY (Black-and-White),False,The Furies
1950,CINEMATOGRAPHY (Black-and-White),False,Sunset Blvd.
1950,CINEMATOGRAPHY (Black-and-White),True,The Third Man
1950,CINEMATOGRAPHY (Color),False,Annie Get Your Gun
1950,CINEMATOGRAPHY (Color),False,Broken Arrow
1950,CINEMATOGRAPHY (Color),False,The Flame and the Arrow
1950,CINEMATOGRAPHY (Color),True,King Solomon's Mines
1950,CINEMATOGRAPHY (Color),False,Samson and Delilah
1950,COSTUME DESIGN (Black-and-White),True,All about Eve
1950,COSTUME DESIGN (Black-and-White),False,Born Yesterday
1950,COSTUME DESIGN (Black-and-White),False,The Magnificent Yankee
1950,COSTUME DESIGN (Color),False,The Black Rose
1950,COSTUME DESIGN (Color),True,Samson and Delilah
1950,COSTUME DESIGN (Color),False,That Forsyte Woman
1950,DIRECTING,True,All about Eve
1950,DIRECTING,False,The Asphalt Jungle
1950,DIRECTING,False,Born Yesterday
1950,DIRECTING,False,Sunset Blvd.
1950,DIRECTING,False,The Third Man
1950,DOCUMENTARY (Feature),True,The Titan: Story of Michelangelo
1950,DOCUMENTARY (Feature),False,With These Hands
1950,DOCUMENTARY (Short Subject),False,The Fight: Science against Cancer
1950,DOCUMENTARY (Short Subject),False,The Stairs
1950,DOCUMENTARY (Short Subject),True,Why Korea?
1950,FILM EDITING,False,All about Eve
1950,FILM EDITING,False,Annie Get Your Gun
1950,FILM EDITING,True,King Solomon's Mines
1950,FILM EDITING,False,Sunset Blvd.
1950,FILM EDITING,False,The Third Man
1950,MUSIC (Song),False,The Toast of New Orleans
1950,MUSIC (Song),False,Cinderella
1950,MUSIC (Song),True,"Captain Carey, U.S.A."
1950,MUSIC (Song),False,Singing Guns
1950,MUSIC (Song),False,Wabash Avenue
1950,BEST MOTION PICTURE,True,All about Eve
1950,BEST MOTION PICTURE,False,Born Yesterday
1950,BEST MOTION PICTURE,False,Father of the Bride
1950,BEST MOTION PICTURE,False,King Solomon's Mines
1950,BEST MOTION PICTURE,False,Sunset Blvd.
1950,SHORT SUBJECT (Cartoon),True,Gerald McBoing-Boing
1950,SHORT SUBJECT (Cartoon),False,Jerry's Cousin
1950,SHORT SUBJECT (Cartoon),False,Trouble Indemnity
1950,SOUND RECORDING,True,All about Eve
1950,SOUND RECORDING,False,Cinderella
1950,SOUND RECORDING,False,Louisa
1950,SOUND RECORDING,False,Our Very Own
1950,SOUND RECORDING,False,Trio
1950,WRITING (Motion Picture Story),False,Bitter Rice
1950,WRITING (Motion Picture Story),False,The Gunfighter
1950,WRITING (Motion Picture Story),False,Mystery Street
1950,WRITING (Motion Picture Story),True,Panic in the Streets
1950,WRITING (Motion Picture Story),False,When Willie Comes Marching Home
1950,WRITING (Screenplay),True,All about Eve
1950,WRITING (Screenplay),False,The Asphalt Jungle
1950,WRITING (Screenplay),False,Born Yesterday
1950,WRITING (Screenplay),False,Broken Arrow
1950,WRITING (Screenplay),False,Father of the Bride
1950,WRITING (Story and Screenplay),False,Adam's Rib
1950,WRITING (Story and Screenplay),False,Caged
1950,WRITING (Story and Screenplay),False,The Men
1950,WRITING (Story and Screenplay),False,No Way Out
1950,WRITING (Story and Screenplay),True,Sunset Blvd.
1951,ART DIRECTION (Black-and-White),False,Fourteen Hours
1951,ART DIRECTION (Black-and-White),False,House on Telegraph Hill
1951,ART DIRECTION (Black-and-White),False,La Ronde
1951,ART DIRECTION (Black-and-White),True,A Streetcar Named Desire
1951,ART DIRECTION (Color),True,An American in Paris
1951,ART DIRECTION (Color),False,David and Bathsheba
1951,ART DIRECTION (Color),False,On the Riviera
1951,ART DIRECTION (Color),False,Quo Vadis
1951,ART DIRECTION (Color),False,Tales of Hoffmann
1951,CINEMATOGRAPHY (Black-and-White),False,Death of a Salesman
1951,CINEMATOGRAPHY (Black-and-White),False,The Frogmen
1951,CINEMATOGRAPHY (Black-and-White),True,A Place in the Sun
1951,CINEMATOGRAPHY (Black-and-White),False,Strangers on a Train
1951,CINEMATOGRAPHY (Black-and-White),False,A Streetcar Named Desire
1951,CINEMATOGRAPHY (Color),True,An American in Paris
1951,CINEMATOGRAPHY (Color),False,David and Bathsheba
1951,CINEMATOGRAPHY (Color),False,Quo Vadis
1951,CINEMATOGRAPHY (Color),False,Show Boat
1951,CINEMATOGRAPHY (Color),False,When Worlds Collide
1951,COSTUME DESIGN (Black-and-White),False,Kind Lady
1951,COSTUME DESIGN (Black-and-White),False,The Model and the Marriage Broker
1951,COSTUME DESIGN (Black-and-White),False,The Mudlark
1951,COSTUME DESIGN (Black-and-White),True,A Place in the Sun
1951,COSTUME DESIGN (Black-and-White),False,A Streetcar Named Desire
1951,COSTUME DESIGN (Color),True,An American in Paris
1951,COSTUME DESIGN (Color),False,David and Bathsheba
